2012-01-20 14:20:33,974	WARN 	com.mindalliance.channels.core.dao.PlanManagerImpl	No default plan for user david	
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:54)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:380)
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:35)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:380)
	at org.springframework.security.web.authentication.www.BasicAuthenticationFilter.doFilter(BasicAuthenticationFilter.java:177)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:380)
	at org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter(AbstractAuthenticationProcessingFilter.java:187)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:380)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:105)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:380)
	at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:79)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:380)
	at org.springframework.security.web.session.ConcurrentSessionFilter.doFilter(ConcurrentSessionFilter.java:109)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:380)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:169)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:237)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:167)
	at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1212)
	at org.springframework.web.filter.AbstractRequestLoggingFilter.doFilterInternal(AbstractRequestLoggingFilter.java:193)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:76)
	at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1212)
	at org.mortbay.jetty.servlet.ServletHandler.handle(ServletHandler.java:399)
	at org.mortbay.jetty.security.SecurityHandler.handle(SecurityHandler.java:216)
	at org.mortbay.jetty.servlet.SessionHandler.handle(SessionHandler.java:182)
	at org.mortbay.jetty.handler.ContextHandler.handle(ContextHandler.java:766)
	at org.mortbay.jetty.webapp.WebAppContext.handle(WebAppContext.java:450)
	at org.mortbay.jetty.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:230)
	at org.mortbay.jetty.handler.HandlerCollection.handle(HandlerCollection.java:114)
	at org.mortbay.jetty.handler.HandlerWrapper.handle(HandlerWrapper.java:152)
	at org.mortbay.jetty.Server.handle(Server.java:326)
	at org.mortbay.jetty.HttpConnection.handleRequest(HttpConnection.java:542)
	at org.mortbay.jetty.HttpConnection$RequestHandler.content(HttpConnection.java:945)
	at org.mortbay.jetty.HttpParser.parseNext(HttpParser.java:756)
	at org.mortbay.jetty.HttpParser.parseAvailable(HttpParser.java:218)
	at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:404)
	at org.mortbay.io.nio.SelectChannelEndPoint.run(SelectChannelEndPoint.java:410)
	at org.mortbay.thread.QueuedThreadPool$PoolThread.run(QueuedThreadPool.java:582)
2012-01-20 14:28:40,021	ERROR	com.mindalliance.channels.engine.analysis.IssueScanner	Deamon failed	
java.util.ConcurrentModificationException
	at java.util.HashMap$HashIterator.nextEntry(HashMap.java:793)
	at java.util.HashMap$KeyIterator.next(HashMap.java:828)
	at com.mindalliance.channels.core.query.DefaultQueryService.findSynonymousParts(DefaultQueryService.java:2549)
	at com.mindalliance.channels.core.query.DefaultQueryService.findAllAssignments(DefaultQueryService.java:586)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2852)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2842)
	at com.mindalliance.channels.core.query.DefaultQueryService$$FastClassByCGLIB$$f0db939f.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.core.query.PlanService$$EnhancerByCGLIB$$8a8c4694.getAssignments(<generated>)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.populateGraph(ActorsNetworkGraphBuilder.java:68)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.buildDirectedGraph(ActorsNetworkGraphBuilder.java:56)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectSignificantCutpoints(SinglePointOfFailure.java:92)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectIssues(SinglePointOfFailure.java:65)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectIssues(DefaultDetective.java:64)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectUnwaivedIssues(DefaultDetective.java:44)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$FastClassByCGLIB$$bb776ea0.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$EnhancerByCGLIB$$61e43724.detectUnwaivedIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.detectAllIssues(DefaultAnalyst.java:413)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.listIssues(DefaultAnalyst.java:148)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$FastClassByCGLIB$$68a1568d.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$EnhancerByCGLIB$$794fe586.listIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.scanIssues(IssueScanner.java:280)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.run(IssueScanner.java:216)
2012-01-20 14:28:40,064	ERROR	com.mindalliance.channels.engine.analysis.IssueScanner	Deamon failed	
java.util.ConcurrentModificationException
	at java.util.HashMap$HashIterator.nextEntry(HashMap.java:793)
	at java.util.HashMap$KeyIterator.next(HashMap.java:828)
	at com.mindalliance.channels.core.query.DefaultQueryService.findSynonymousParts(DefaultQueryService.java:2549)
	at com.mindalliance.channels.core.query.DefaultQueryService.findAllAssignments(DefaultQueryService.java:586)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2852)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2842)
	at com.mindalliance.channels.core.query.DefaultQueryService$$FastClassByCGLIB$$f0db939f.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.core.query.PlanService$$EnhancerByCGLIB$$8a8c4694.getAssignments(<generated>)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.populateGraph(ActorsNetworkGraphBuilder.java:68)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.buildDirectedGraph(ActorsNetworkGraphBuilder.java:56)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectSignificantCutpoints(SinglePointOfFailure.java:92)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectIssues(SinglePointOfFailure.java:65)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectIssues(DefaultDetective.java:64)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectUnwaivedIssues(DefaultDetective.java:44)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$FastClassByCGLIB$$bb776ea0.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$EnhancerByCGLIB$$61e43724.detectUnwaivedIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.detectAllIssues(DefaultAnalyst.java:413)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.listIssues(DefaultAnalyst.java:148)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$FastClassByCGLIB$$68a1568d.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$EnhancerByCGLIB$$794fe586.listIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.scanIssues(IssueScanner.java:280)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.run(IssueScanner.java:216)
2012-01-20 14:28:40,089	ERROR	com.mindalliance.channels.engine.analysis.IssueScanner	Deamon failed	
java.util.ConcurrentModificationException
	at java.util.HashMap$HashIterator.nextEntry(HashMap.java:793)
	at java.util.HashMap$KeyIterator.next(HashMap.java:828)
	at com.mindalliance.channels.core.query.DefaultQueryService.findSynonymousParts(DefaultQueryService.java:2549)
	at com.mindalliance.channels.core.query.DefaultQueryService.findAllAssignments(DefaultQueryService.java:586)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2852)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2842)
	at com.mindalliance.channels.core.query.DefaultQueryService$$FastClassByCGLIB$$f0db939f.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.core.query.PlanService$$EnhancerByCGLIB$$8a8c4694.getAssignments(<generated>)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.populateGraph(ActorsNetworkGraphBuilder.java:68)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.buildDirectedGraph(ActorsNetworkGraphBuilder.java:56)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectSignificantCutpoints(SinglePointOfFailure.java:92)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectIssues(SinglePointOfFailure.java:65)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectIssues(DefaultDetective.java:64)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectUnwaivedIssues(DefaultDetective.java:44)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$FastClassByCGLIB$$bb776ea0.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
